
title,category,subcategory,region,subRegion,location,notes,_sheet,slug,tags,prerequisites,weight
Palace Approach Ledge-Road,SoG/Location,' ',,,Mohgwyn Palace,"Use waygate in the Consecrated Snowfield to get close to this. From the Yelough Anex Tunnel, go back up the lift and outside. Head left along the cliff face and then turn toward the Northwest. Head past the Yelough Anix Ruins and continue looking to the left for a slope to walk down. Waygate is covered in blood and near an albanuric enemy. Once you warp, follow tunnel and then path toward the West",Base Game,palace-approach-ledge-road-mohgwyn-palace,base-game,' ',1.0
Fevor's Cookbook 3,Cookbook,' ',,,Roundtable Hold,Received from Gideon after discovering Mohgwyn Palace,Base Game,fevor-s-cookbook-3-roundtable-hold,base-game,' ',1.0
Ash of War: Blood Tax,Ash of War,' ',,,Mohgwyn Palace,"From Palace Approach Ledge-Road SoG, follow path North. To right, go through bloody river, find cave with scarab",Base Game,ash-of-war-blood-tax-mohgwyn-palace,base-game,' ',1.0
Swarm of Flies,Incantation,' ',,,Mohgwyn Palace,North inside another cave,Base Game,swarm-of-flies-mohgwyn-palace,base-game,' ',1.0
3 Nameless White Mask,Invader,' ',,,Mohgwyn Palace,Various areas in the bloody lake. Recommended to take out other enemies first before fighting them. Defeat them one at a time and the last will drop the War Surgeon Set,Base Game,3-nameless-white-mask-mohgwyn-palace,base-game,' ',1.0
War Surgeon Set,Armor Set,' ',,,Mohgwyn Palace,Dropped after defeating the thee Nameless White Mask invaders,Base Game,war-surgeon-set-mohgwyn-palace,base-game,' ',1.0
Golden Seed,Flask,' ',,,Mohgwyn Palace,Island in the middle of the bloody lake,Base Game,golden-seed-mohgwyn-palace,base-game,' ',1.0
Nomadic Warrior's Cookbook 24,Cookbook,' ',,,Mohgwyn Palace,Southeast part of bloody lake on edge of cliff,Base Game,nomadic-warrior-s-cookbook-24-mohgwyn-palace,base-game,' ',1.0
Haligdrake Talisman +2,Talisman,' ',,,Mohgwyn Palace,Southwest part of bloody lake in graveyard area,Base Game,haligdrake-talisman-2-mohgwyn-palace,base-game,' ',1.0
Stonesword Key,Key Item,' ',,,Mohgwyn Palace,"Found in the graveyard with the Haligtree Talisman +2, in the Southwest part of the blood lake",Base Game,stonesword-key-mohgwyn-palace,base-game,' ',1.0
Dynasty Mausoleum Entrance,SoG/Location,' ',,,Mohgwyn Palace,"Head to the North side of the blood lake and follow the path Northwest, then turn left and look for the stairs leading up",Base Game,dynasty-mausoleum-entrance-mohgwyn-palace,base-game,' ',1.0
Imprisoned Merchant,NPC,' ',,,Mohgwyn Palace,"Found after entering building past rot people. Once in the building, keep to the left and go through a small cave. Kill for Imprisoned Merchant Bell Bearing",Base Game,imprisoned-merchant-mohgwyn-palace,base-game,' ',1.0
Imprisoned Merchant Bell Bearing,Bell Bearing,' ',,,Mohgwyn Palace,Found after defeating Imprisoned Merchant,Base Game,imprisoned-merchant-bell-bearing-mohgwyn-palace,base-game,' ',1.0
Great Ghost Glovewort,Upgrade Mat,' ',,,Mohgwyn Palace,"Continue through the cave. Before heading into the hallway that leads to the exit, look to your right and you'll see the Great Ghost Glovewort down a ledge and near some zombie enemies",Base Game,great-ghost-glovewort-mohgwyn-palace,base-game,' ',1.0
Dyanasty Mausoleum Midpoint,SoG/Location,' ',,,Mohgwyn Palace,Continue through the cave and eventually up some stairs to find your way out to this SoG,Base Game,dyanasty-mausoleum-midpoint-mohgwyn-palace,base-game,' ',1.0
Varre,Invader,' ',,,Mohgwyn Palace,"Head back toward tunnels from Dynasty Mausoleum Midpoint SoG. Find invasion sign. Invade and defeat Varre. Once you are back in your world, speak to him twice and he will drop the Varre's Bouquet weapon",Base Game,varre-mohgwyn-palace,base-game,' ',1.0
Varre's Bouquet,Hammer,' ',,,Mohgwyn Palace,Dropped by Varre after finishing his invasion and exhausting his dialogue,Base Game,varre-s-bouquet-mohgwyn-palace,base-game,' ',1.0
Somber Ancient Dragon Smithing Stone,Upgrade Mat,' ',,,Mohgwyn Palace,"Continue around. When you see the lift to your right, instead look to your left and find several enemies near a chest. Find in the chest",Base Game,somber-ancient-dragon-smithing-stone-mohgwyn-palace,base-game,' ',1.0
"Mohg, Lord of Blood",Boss,' ',,,Mohgwyn Palace,Continue up the lift. Drops Mohg's Great Rune and Remembrance of the Blood Lord. NOTE: This boss fight is NOT optional if you purchase the DLC and intend to go through the DLC on two playthroughs. Going through the DLC on two playthroughs is required if you want all items and gear,Base Game,mohg-lord-of-blood-mohgwyn-palace,base-game,' ',1.0
Mohg's Great Rune,Great Rune,' ',,,Mohgwyn Palace,"Dropped by Mohg, Lord of Blood",Base Game,mohg-s-great-rune-mohgwyn-palace,base-game,' ',1.0
Remembrance of the Blood Lord,Remembrance,' ',,,Mohgwyn Palace,"Dropped by Mohg, Lord of Blood. Can be traded in to Enia at the Roundtable Hold for the Bloodboon Incantation or Mohgwyn's Sacred Spear",Base Game,remembrance-of-the-blood-lord-mohgwyn-palace,base-game,' ',1.0
Cocoon of the Empyrean,SoG/Location,' ',,,Mohgwyn Palace,"Found after defeating Mohg, Lord of Blood",Base Game,cocoon-of-the-empyrean-mohgwyn-palace,base-game,' ',1.0
DLC CHECKPOINT,DLC,' ',,,Mohgwyn Palace,"If you have purchase the DLC and are ready to go through it, please switch to the Shadow of the Erdtree tab and follow that section. If you do not have the DLC, you can continue through the base game like normal. You can also come back to the DLC later if you'd prefer. NOTE: Going through the DLC on two playthroughs is required if you want all items and gear",Base Game,dlc-checkpoint-mohgwyn-palace,base-game,' ',1.0
Lord of Blood's Robe,Chest Armor,' ',,,Roundtable Hold,"Sold by Enia after defeating Mohg, Lord of Blood",Base Game,lord-of-blood-s-robe-roundtable-hold,base-game,' ',1.0
Law of Causality,Incantation,' ',,,Roundtable Hold,"Received from Gideon after defeating Mohg, Lord of Blood and asking about the cocoon",Base Game,law-of-causality-roundtable-hold,base-game,' ',1.0
Divine Tower of East Altus,SoG/Location,' ',Altus Plateau,,,Go to the top of this tower to activate Mohg's Great Rune,Base Game,divine-tower-of-east-altus-altus-plateau,base-game,' ',1.0
Mohg's Great Rune,Great Rune,' ',Altus Plateau,,,Activated at the top of Divine Tower of East Altus,Base Game,mohg-s-great-rune-altus-plateau,base-game,' ',1.0
Miquella's Haligtree,Checkpoint,' ',Miquella's Haligtree,,,"To reach this next area, use the waygate we unlocked before in the Ordina area to reach this location. Contains Smithing Stone 6-8, Somber Smithing Stone 8,9",Base Game,miquella-s-haligtree-miquella-s-haligtree,base-game,' ',1.0
Haligtree Canapoy,SoG/Location,' ',Miquella's Haligtree,,,"Found after reaching Miquella's Haligtree for the first time, just down the branch a bit",Base Game,haligtree-canapoy-miquella-s-haligtree,base-game,' ',1.0
Black Flame's Protection,Incantation,' ',,,Roundtable Hold,Received from Gideon after discovering Miquella's Haligtree,Base Game,black-flame-s-protection-roundtable-hold,base-game,' ',1.0
Stonesword Key,Key Item,' ',Miquella's Haligtree,,,"Return to the Haligtree Canopy SoG, and head back up a bit to find this, near where you first teleported to",Base Game,stonesword-key-miquella-s-haligtree,base-game,' ',1.0
Envoy Crown,Helmet,' ',Miquella's Haligtree,,,"Past giant ants on the main branch, heading back up the branch to the South. Near Giant Envoy enemy. Not part of an armor set",Base Game,envoy-crown-miquella-s-haligtree,base-game,' ',1.0
Prattling Pate (My Beloved),Key Item,' ',Miquella's Haligtree,,,"Toward giant tree, on left with two enemies using horns. End of branch past three more enemies",Base Game,prattling-pate-my-beloved-miquella-s-haligtree,base-game,' ',1.0
Oracle Envoy Ashes,Spirit Ashes,' ',Miquella's Haligtree,,,Fall to a branch past Oracle Envoy enemies and poison flowers. End of branch guarded by Giant Oracle Envoy,Base Game,oracle-envoy-ashes-miquella-s-haligtree,base-game,' ',1.0
Haligtree Town,SoG/Location,' ',Miquella's Haligtree,,,Found just past the tree branches and down the ladder,Base Game,haligtree-town-miquella-s-haligtree,base-game,' ',1.0
Pearldrake Talisman +2,Talisman,' ',Miquella's Haligtree,,,"Climb ladder, run and jump to next platform. Guarded by Misbegotten enemy",Base Game,pearldrake-talisman-2-miquella-s-haligtree,base-game,' ',1.0
Haligtree Town Plaza,SoG/Location,' ',Miquella's Haligtree,,,"Move on through the town, past some enemies and after finding an Ancient Dragon Smithing Stone",Base Game,haligtree-town-plaza-miquella-s-haligtree,base-game,' ',1.0
Ancient Dragon Smithing Stone,Upgrade Mat,' ',Miquella's Haligtree,,,"Head North across bridge, through the next room, on statue behind misbegotten enemy",Base Game,ancient-dragon-smithing-stone-miquella-s-haligtree,base-game,' ',1.0
Viridian Amber Medallion +2,Talisman,' ',Miquella's Haligtree,,,"Jump through roofs, then in building beneath three spirit caller snails and Crystallian enemies, in a chest",Base Game,viridian-amber-medallion-2-miquella-s-haligtree,base-game,' ',1.0
Shortcut to Haligtree Town SoG,Shortcut,' ',Miquella's Haligtree,,,"There is a shortcut near the larger mage enemies, a lift you can take up to the Haligtree Town SoG which may be easier than running through the rooftops if you die",Base Game,shortcut-to-haligtree-town-sog-miquella-s-haligtree,base-game,' ',1.0
"Loretta, Knight of the Haligtree",Boss,' ',Miquella's Haligtree,,,At the end of the Haligtree. Drops Loretta's War Sickle and Loretta's Mastery,Base Game,loretta-knight-of-the-haligtree-miquella-s-haligtree,base-game,' ',1.0
Loretta's Mastery,Sorcery,' ',Miquella's Haligtree,,,"Dropped by Loretta, Knight of the Haligtree",Base Game,loretta-s-mastery-miquella-s-haligtree,base-game,' ',1.0
Loretta's War Sickle,Halberd,' ',Miquella's Haligtree,,,"Dropped by Loretta, Knight of the Haligtree",Base Game,loretta-s-war-sickle-miquella-s-haligtree,base-game,' ',1.0
Haligtree Promenade,SoG/Location,' ',Miquella's Haligtree,,,"Found after defeating Loretta, Knight of the Haligtree",Base Game,haligtree-promenade-miquella-s-haligtree,base-game,' ',1.0
Royal Knight Set,Armor Set,' ',,,Roundtable Hold,"Sold by Enia after defeating Loretta, Knight of the Haligtree",Base Game,royal-knight-set-roundtable-hold,base-game,' ',1.0
"Elphael, Brace of the Haligtree",SoG/Location,' ',,,"Elphael, Brace of the Haligtree",Right after Miquella's Haligtree. Very difficult area,Base Game,elphael-brace-of-the-haligtree-elphael-brace-of-the-haligtree,base-game,' ',1.0
Prayer Room,SoG/Location,' ',,,"Elphael, Brace of the Haligtree",First SoG in this section,Base Game,prayer-room-elphael-brace-of-the-haligtree,base-game,' ',1.0
Millicent,NPC,' ',,,"Elphael, Brace of the Haligtree",Exhaust dialogue,Base Game,millicent-elphael-brace-of-the-haligtree,base-game,' ',1.0
Miquellan Knight's Sword,Straight Sword,' ',,,"Elphael, Brace of the Haligtree","Next pathway, two doors. Second room, climb stairs, then jump to tree branch. Near tower at the end",Base Game,miquellan-knight-s-sword-elphael-brace-of-the-haligtree,base-game,' ',1.0
Putrid Avatar,Enemy,' ',,,"Elphael, Brace of the Haligtree",Descend ladder from the tower and jump on next pathway. Drops Rotten Staff,Base Game,putrid-avatar-elphael-brace-of-the-haligtree,base-game,' ',1.0
Rotten Staff,Colossal Weapon,' ',,,"Elphael, Brace of the Haligtree",Dropped by Putrid Avatar,Base Game,rotten-staff-elphael-brace-of-the-haligtree,base-game,' ',1.0
Somber Ancient Dragon Smithing Stone,Upgrade Mat,' ',,,"Elphael, Brace of the Haligtree",Found near the Putrid Avatar enemy,Base Game,somber-ancient-dragon-smithing-stone-elphael-brace-of-the-haligtree,base-game,' ',1.0
Elphael Inner Wall,SoG/Location,' ',,,"Elphael, Brace of the Haligtree",Jump down from Haligtree Helm (near the second Putrid Avatar) and grab this SoG,Base Game,elphael-inner-wall-elphael-brace-of-the-haligtree,base-game,' ',1.0
Haligtree Knight Helm,Helmet,' ',,,"Elphael, Brace of the Haligtree","Go up the ladder near the SoG, found on a corpse",Base Game,haligtree-knight-helm-elphael-brace-of-the-haligtree,base-game,' ',1.0
Triple Rings of Light,Incantation,' ',,,"Elphael, Brace of the Haligtree","Return to pathway after Prayer Room SoG. Move forward, take stairs going down, then next stairs. Turn back and go past ledge to find door, use Stonesword Key",Base Game,triple-rings-of-light-elphael-brace-of-the-haligtree,base-game,' ',1.0
Seedbed Curse,Quest Item,' ',,,"Elphael, Brace of the Haligtree","Go back outside room with two Cleanrot Knights. Jump over railing to right of room on to support beam. Carefully fall to lower level, enter dark building. NOTE: Not necessary to retrieve this if you had given Dung Eater Seluvis' Potion and received the Dunge Eater Puppet Ashes. Do not mark this until your next playthrough",Base Game,seedbed-curse-elphael-brace-of-the-haligtree,base-game,' ',1.0
Cleanrot Knight Finlay Ashes,Spirit Ashes,' ',,,"Elphael, Brace of the Haligtree","Go back to Prayer Room SoG. Go down stairs until you see the flying scarab in the gazebo, jump to support beam and go to that scarab and gazebo, small room with Cleanrot Knight and chest",Base Game,cleanrot-knight-finlay-ashes-elphael-brace-of-the-haligtree,base-game,' ',1.0
Haligtree Soldier Ashes,Spirit Ashes,' ',,,"Elphael, Brace of the Haligtree","Jump to tree branch, go to lower level. Jump to next support beam, cross it to area with rotten flowers and another flying scarab. Fall to staircase below and go to top near enemies on ballistas",Base Game,haligtree-soldier-ashes-elphael-brace-of-the-haligtree,base-game,' ',1.0
Marika's Soreseal,Event,' ',,,"Elphael, Brace of the Haligtree","Exit to the ledge of this room, find ladder to lowest level. Long pathway. Continue to end of pathway for mist gate. Behind mist gate locked by two Stonesword Keys",Base Game,marika-s-soreseal-elphael-brace-of-the-haligtree,base-game,' ',1.0
Rotten Crystal Sword,Straight Sword,' ',,,"Elphael, Brace of the Haligtree","Return to the Elphael Inner Wall SoG and look for a room behind big root, in a chest past the 3 Crystallian enemies",Base Game,rotten-crystal-sword-elphael-brace-of-the-haligtree,base-game,' ',1.0
Drainage Channel,SoG/Location,' ',,,"Elphael, Brace of the Haligtree",Past room and past rotten lake. Enter tunnel and continue,Base Game,drainage-channel-elphael-brace-of-the-haligtree,base-game,' ',1.0
Ulcerated Tree Spirit,Enemy,' ',,,"Elphael, Brace of the Haligtree","Climb nearest hill from entrance to tunnel, cross gap onto another branch. In the small rotten lake. Drops a Golden Seed. Note: You'll need to defeat this enemy again on another playthrough if you want everything from Millicent's questline. You can cheese this boss from the branch above once you activate it using arrows",Base Game,ulcerated-tree-spirit-elphael-brace-of-the-haligtree,base-game,' ',1.0
Golden Seed,Flask,' ',,,"Elphael, Brace of the Haligtree",Dropped by Ulcerated Tree Spirit,Base Game,golden-seed-elphael-brace-of-the-haligtree,base-game,' ',1.0
Great Grave Glovewort,Upgrade Mat,' ',,,"Elphael, Brace of the Haligtree",Found in the rotten lake near where the Ulcerated Tree Spirit appears,Base Game,great-grave-glovewort-elphael-brace-of-the-haligtree,base-game,' ',1.0
Millicent Invasion,Event,' ',,,"Elphael, Brace of the Haligtree","You will have to complete this in two different playthroughs if you want everything. You can choose to invade Millicent and defeat her, or aid her. The summon signs can be found near the Ulcerated Tree Spirit in the Drainage Channel",Base Game,millicent-invasion-elphael-brace-of-the-haligtree,base-game,' ',1.0
Defeating Millicent,Invader,' ',,,"Elphael, Brace of the Haligtree",Invade Millicent and defeat her to receive the Millicent's Prosthesis Talisman,Base Game,defeating-millicent-elphael-brace-of-the-haligtree,base-game,' ',1.0
Defeating Millicent's Sisters,Invader,' ',,,"Elphael, Brace of the Haligtree",Assist Millicent in defeating her four sisters. Receive the Rotten Winged Sword Insignia Talisman. NOTE: Easier to do this on the first playthrough,Base Game,defeating-millicent-s-sisters-elphael-brace-of-the-haligtree,base-game,' ',1.0
Millicent's Prosthesis,Talisman,' ',,,"Elphael, Brace of the Haligtree",Received by defeating Millicent here during her questline. Not obtainable if you choose to help Millicent,Base Game,millicent-s-prosthesis-elphael-brace-of-the-haligtree,base-game,' ',1.0
Rotten Winged Sword Insignia,Talisman,' ',,,"Elphael, Brace of the Haligtree",Received by defeating Millicent's Four Sisters during Millicent's questline. Not obtainable if you choose to invade Millicent,Base Game,rotten-winged-sword-insignia-elphael-brace-of-the-haligtree,base-game,' ',1.0
